ID,post_title,post_name,post_date,post_modified,post_status,url
823,"Critical CVE Live Watch for August 1, 2026: Exploited and High-Risk Vulnerabilities",2026-08-01-daily-cve-watch-kev-nvd-patch-priority,"2026-08-01 06:30:39","2026-08-01 21:49:32",publish,https://infosecnexus.com/2026-08-01-daily-cve-watch-kev-nvd-patch-priority/
825,"Live Cybersecurity News Brief for August 1, 2026: Exploits, Platform Security, and Response",2026-08-01-cyber-security-brief-exploitation-signals-response-focus,"2026-08-01 06:30:39","2026-08-01 21:49:32",publish,https://infosecnexus.com/2026-08-01-cyber-security-brief-exploitation-signals-response-focus/
827,"Live Linux Security Brief for August 1, 2026: Kernel, Packages, and Service Risk",2026-08-01-linux-security-brief-kernel-package-service-checks,"2026-08-01 06:30:39","2026-08-01 21:49:32",publish,https://infosecnexus.com/2026-08-01-linux-security-brief-kernel-package-service-checks/
829,"Live DevOps Security Brief for August 1, 2026: Pipelines, Dependencies, and Secrets",2026-08-01-devops-security-brief-pipelines-secrets-build-dependencies,"2026-08-01 06:30:39","2026-08-01 21:49:32",publish,https://infosecnexus.com/2026-08-01-devops-security-brief-pipelines-secrets-build-dependencies/
831,"Live AI Security Brief for August 1, 2026: Agents, Prompt Injection, and Model Risk",2026-08-01-ai-security-brief-prompt-injection-connectors-data-boundaries,"2026-08-01 06:30:39","2026-08-01 21:49:32",publish,https://infosecnexus.com/2026-08-01-ai-security-brief-prompt-injection-connectors-data-boundaries/
833,"Tutorial for August 1, 2026: Turn Today's Security Advisories into an Action Plan",2026-08-01-tutorial-run-daily-vulnerability-standup,"2026-08-01 06:30:39","2026-08-01 21:49:32",publish,https://infosecnexus.com/2026-08-01-tutorial-run-daily-vulnerability-standup/
835,"Live Cloud Security Brief for August 1, 2026: IAM, Managed Services, and Exposure",2026-08-01-cloud-security-brief-bulletins-iam-public-exposure,"2026-08-01 06:30:39","2026-08-01 21:49:32",publish,https://infosecnexus.com/2026-08-01-cloud-security-brief-bulletins-iam-public-exposure/
837,"Live Windows Security Brief for August 1, 2026: Microsoft Updates and Identity Risk",2026-08-01-windows-security-brief-update-review-identity-controls,"2026-08-01 06:30:39","2026-08-01 21:49:32",publish,https://infosecnexus.com/2026-08-01-windows-security-brief-update-review-identity-controls/
839,"Live Network Security Brief for August 1, 2026: Edge Devices, VPNs, and Segmentation",2026-08-01-network-security-brief-edge-devices-dns-segmentation,"2026-08-01 06:30:39","2026-08-01 21:49:32",publish,https://infosecnexus.com/2026-08-01-network-security-brief-edge-devices-dns-segmentation/
841,"Live Web Security Brief for August 1, 2026: APIs, WordPress, and Application Risk",2026-08-01-web-security-brief-apis-headers-wordpress-attack-surface,"2026-08-01 06:30:39","2026-08-01 21:49:32",publish,https://infosecnexus.com/2026-08-01-web-security-brief-apis-headers-wordpress-attack-surface/
792,"Critical CVE Live Watch for July 31, 2026: Exploited and High-Risk Vulnerabilities",2026-07-31-daily-cve-watch-kev-nvd-patch-priority,"2026-07-31 06:33:40","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-31-daily-cve-watch-kev-nvd-patch-priority/
794,"Live Cybersecurity News Brief for July 31, 2026: Exploits, Platform Security, and Response",2026-07-31-cyber-security-brief-exploitation-signals-response-focus,"2026-07-31 06:33:40","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-31-cyber-security-brief-exploitation-signals-response-focus/
796,"Live Linux Security Brief for July 31, 2026: Kernel, Packages, and Service Risk",2026-07-31-linux-security-brief-kernel-package-service-checks,"2026-07-31 06:33:40","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-31-linux-security-brief-kernel-package-service-checks/
798,"Live DevOps Security Brief for July 31, 2026: Pipelines, Dependencies, and Secrets",2026-07-31-devops-security-brief-pipelines-secrets-build-dependencies,"2026-07-31 06:33:40","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-31-devops-security-brief-pipelines-secrets-build-dependencies/
800,"Live AI Security Brief for July 31, 2026: Agents, Prompt Injection, and Model Risk",2026-07-31-ai-security-brief-prompt-injection-connectors-data-boundaries,"2026-07-31 06:33:40","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-31-ai-security-brief-prompt-injection-connectors-data-boundaries/
802,"Tutorial for July 31, 2026: Turn Today's Security Advisories into an Action Plan",2026-07-31-tutorial-run-daily-vulnerability-standup,"2026-07-31 06:33:40","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-31-tutorial-run-daily-vulnerability-standup/
804,"Live Cloud Security Brief for July 31, 2026: IAM, Managed Services, and Exposure",2026-07-31-cloud-security-brief-bulletins-iam-public-exposure,"2026-07-31 06:33:40","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-31-cloud-security-brief-bulletins-iam-public-exposure/
806,"Live Windows Security Brief for July 31, 2026: Microsoft Updates and Identity Risk",2026-07-31-windows-security-brief-update-review-identity-controls,"2026-07-31 06:33:40","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-31-windows-security-brief-update-review-identity-controls/
808,"Live Network Security Brief for July 31, 2026: Edge Devices, VPNs, and Segmentation",2026-07-31-network-security-brief-edge-devices-dns-segmentation,"2026-07-31 06:33:40","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-31-network-security-brief-edge-devices-dns-segmentation/
810,"Live Web Security Brief for July 31, 2026: APIs, WordPress, and Application Risk",2026-07-31-web-security-brief-apis-headers-wordpress-attack-surface,"2026-07-31 06:33:40","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-31-web-security-brief-apis-headers-wordpress-attack-surface/
760,"Critical CVE Live Watch for July 30, 2026: Exploited and High-Risk Vulnerabilities",2026-07-30-daily-cve-watch-kev-nvd-patch-priority,"2026-07-30 06:31:59","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-30-daily-cve-watch-kev-nvd-patch-priority/
762,"Live Cybersecurity News Brief for July 30, 2026: Exploits, Platform Security, and Response",2026-07-30-cyber-security-brief-exploitation-signals-response-focus,"2026-07-30 06:31:59","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-30-cyber-security-brief-exploitation-signals-response-focus/
764,"Live Linux Security Brief for July 30, 2026: Kernel, Packages, and Service Risk",2026-07-30-linux-security-brief-kernel-package-service-checks,"2026-07-30 06:31:59","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-30-linux-security-brief-kernel-package-service-checks/
766,"Live DevOps Security Brief for July 30, 2026: Pipelines, Dependencies, and Secrets",2026-07-30-devops-security-brief-pipelines-secrets-build-dependencies,"2026-07-30 06:31:59","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-30-devops-security-brief-pipelines-secrets-build-dependencies/
768,"Live AI Security Brief for July 30, 2026: Agents, Prompt Injection, and Model Risk",2026-07-30-ai-security-brief-prompt-injection-connectors-data-boundaries,"2026-07-30 06:31:59","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-30-ai-security-brief-prompt-injection-connectors-data-boundaries/
770,"Tutorial for July 30, 2026: Turn Today's Security Advisories into an Action Plan",2026-07-30-tutorial-run-daily-vulnerability-standup,"2026-07-30 06:31:59","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-30-tutorial-run-daily-vulnerability-standup/
772,"Live Cloud Security Brief for July 30, 2026: IAM, Managed Services, and Exposure",2026-07-30-cloud-security-brief-bulletins-iam-public-exposure,"2026-07-30 06:31:59","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-30-cloud-security-brief-bulletins-iam-public-exposure/
774,"Live Windows Security Brief for July 30, 2026: Microsoft Updates and Identity Risk",2026-07-30-windows-security-brief-update-review-identity-controls,"2026-07-30 06:31:59","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-30-windows-security-brief-update-review-identity-controls/
776,"Live Network Security Brief for July 30, 2026: Edge Devices, VPNs, and Segmentation",2026-07-30-network-security-brief-edge-devices-dns-segmentation,"2026-07-30 06:31:59","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-30-network-security-brief-edge-devices-dns-segmentation/
778,"Live Web Security Brief for July 30, 2026: APIs, WordPress, and Application Risk",2026-07-30-web-security-brief-apis-headers-wordpress-attack-surface,"2026-07-30 06:31:59","2026-08-01 13:23:06",publish,https://infosecnexus.com/2026-07-30-web-security-brief-apis-headers-wordpress-attack-surface/
714,"Critical CVE Live Watch for July 29, 2026: Exploited and High-Risk Vulnerabilities",2026-07-29-daily-cve-watch-kev-nvd-patch-priority,"2026-07-29 00:00:36","2026-07-29 18:39:42",publish,https://infosecnexus.com/2026-07-29-daily-cve-watch-kev-nvd-patch-priority/
716,"Live Cybersecurity News Brief for July 29, 2026: Exploits, Platform Security, and Response",2026-07-29-cyber-security-brief-exploitation-signals-response-focus,"2026-07-29 00:00:36","2026-07-29 18:39:42",publish,https://infosecnexus.com/2026-07-29-cyber-security-brief-exploitation-signals-response-focus/
718,"Live Linux Security Brief for July 29, 2026: Kernel, Packages, and Service Risk",2026-07-29-linux-security-brief-kernel-package-service-checks,"2026-07-29 00:00:36","2026-07-29 18:39:42",publish,https://infosecnexus.com/2026-07-29-linux-security-brief-kernel-package-service-checks/
720,"Live DevOps Security Brief for July 29, 2026: Pipelines, Dependencies, and Secrets",2026-07-29-devops-security-brief-pipelines-secrets-build-dependencies,"2026-07-29 00:00:36","2026-07-29 18:39:42",publish,https://infosecnexus.com/2026-07-29-devops-security-brief-pipelines-secrets-build-dependencies/
722,"Live AI Security Brief for July 29, 2026: Agents, Prompt Injection, and Model Risk",2026-07-29-ai-security-brief-prompt-injection-connectors-data-boundaries,"2026-07-29 00:00:36","2026-07-29 18:39:42",publish,https://infosecnexus.com/2026-07-29-ai-security-brief-prompt-injection-connectors-data-boundaries/
724,"Tutorial for July 29, 2026: Turn Today's Security Advisories into an Action Plan",2026-07-29-tutorial-run-daily-vulnerability-standup,"2026-07-29 00:00:36","2026-07-29 18:39:42",publish,https://infosecnexus.com/2026-07-29-tutorial-run-daily-vulnerability-standup/
726,"Live Cloud Security Brief for July 29, 2026: IAM, Managed Services, and Exposure",2026-07-29-cloud-security-brief-bulletins-iam-public-exposure,"2026-07-29 00:00:36","2026-07-29 18:39:42",publish,https://infosecnexus.com/2026-07-29-cloud-security-brief-bulletins-iam-public-exposure/
728,"Live Windows Security Brief for July 29, 2026: Microsoft Updates and Identity Risk",2026-07-29-windows-security-brief-update-review-identity-controls,"2026-07-29 00:00:36","2026-07-29 18:39:42",publish,https://infosecnexus.com/2026-07-29-windows-security-brief-update-review-identity-controls/
730,"Live Network Security Brief for July 29, 2026: Edge Devices, VPNs, and Segmentation",2026-07-29-network-security-brief-edge-devices-dns-segmentation,"2026-07-29 00:00:36","2026-07-29 18:39:42",publish,https://infosecnexus.com/2026-07-29-network-security-brief-edge-devices-dns-segmentation/
732,"Live Web Security Brief for July 29, 2026: APIs, WordPress, and Application Risk",2026-07-29-web-security-brief-apis-headers-wordpress-attack-surface,"2026-07-29 00:00:36","2026-07-29 18:39:42",publish,https://infosecnexus.com/2026-07-29-web-security-brief-apis-headers-wordpress-attack-surface/
365,"Critical CVE Live Watch for July 28, 2026: Exploited and High-Risk Vulnerabilities",2026-07-28-daily-cve-watch-kev-nvd-patch-priority,"2026-07-28 06:34:09","2026-07-28 22:17:55",publish,https://infosecnexus.com/2026-07-28-daily-cve-watch-kev-nvd-patch-priority/
367,"Live Cybersecurity News Brief for July 28, 2026: Exploits, Platform Security, and Response",2026-07-28-cyber-security-brief-exploitation-signals-response-focus,"2026-07-28 06:34:09","2026-07-28 22:17:55",publish,https://infosecnexus.com/2026-07-28-cyber-security-brief-exploitation-signals-response-focus/
369,"Live Linux Security Brief for July 28, 2026: Kernel, Packages, and Service Risk",2026-07-28-linux-security-brief-kernel-package-service-checks,"2026-07-28 06:34:09","2026-07-28 22:17:55",publish,https://infosecnexus.com/2026-07-28-linux-security-brief-kernel-package-service-checks/
371,"Live DevOps Security Brief for July 28, 2026: Pipelines, Dependencies, and Secrets",2026-07-28-devops-security-brief-pipelines-secrets-build-dependencies,"2026-07-28 06:34:09","2026-07-28 22:17:55",publish,https://infosecnexus.com/2026-07-28-devops-security-brief-pipelines-secrets-build-dependencies/
373,"Live AI Security Brief for July 28, 2026: Agents, Prompt Injection, and Model Risk",2026-07-28-ai-security-brief-prompt-injection-connectors-data-boundaries,"2026-07-28 06:34:09","2026-07-28 22:17:55",publish,https://infosecnexus.com/2026-07-28-ai-security-brief-prompt-injection-connectors-data-boundaries/
375,"Tutorial for July 28, 2026: Turn Today's Security Advisories into an Action Plan",2026-07-28-tutorial-run-daily-vulnerability-standup,"2026-07-28 06:34:09","2026-07-28 22:17:55",publish,https://infosecnexus.com/2026-07-28-tutorial-run-daily-vulnerability-standup/
377,"Live Cloud Security Brief for July 28, 2026: IAM, Managed Services, and Exposure",2026-07-28-cloud-security-brief-bulletins-iam-public-exposure,"2026-07-28 06:34:09","2026-07-28 22:17:55",publish,https://infosecnexus.com/2026-07-28-cloud-security-brief-bulletins-iam-public-exposure/
379,"Live Windows Security Brief for July 28, 2026: Microsoft Updates and Identity Risk",2026-07-28-windows-security-brief-update-review-identity-controls,"2026-07-28 06:34:09","2026-07-28 22:17:55",publish,https://infosecnexus.com/2026-07-28-windows-security-brief-update-review-identity-controls/
381,"Live Network Security Brief for July 28, 2026: Edge Devices, VPNs, and Segmentation",2026-07-28-network-security-brief-edge-devices-dns-segmentation,"2026-07-28 06:34:09","2026-07-28 22:17:55",publish,https://infosecnexus.com/2026-07-28-network-security-brief-edge-devices-dns-segmentation/
383,"Live Web Security Brief for July 28, 2026: APIs, WordPress, and Application Risk",2026-07-28-web-security-brief-apis-headers-wordpress-attack-surface,"2026-07-28 06:34:09","2026-07-28 22:17:55",publish,https://infosecnexus.com/2026-07-28-web-security-brief-apis-headers-wordpress-attack-surface/
